"API14","Well Name","Well Number","Lease Name","Operator Alias","Reported Operator","Field","County/Parish","KB Elevation","Ground Elevation","Measured Depth (TD)","True Vertical Depth","Production Type","Well Status","Target Formation","Spud Date","Completion Date","Drill Type","Upper Perforation","Lower Perforation","Perforated Interval Length","Horizontal Length","First Prod Date","Start Date (First Treatment Job)","End Date (First Treatment Job)","First Test Gas Volume","First Test Oil Volume","First Test Water Volume","First Test Hours Tested","First Test Production Method","First Well Test Date","First Reported Test Type","Last Well Test Date","Last Test Type","First Test Gas Gravity","First Test Oil Gravity","First Test GOR","First Test Casing Pressure","First Test Choke Size","First Test Flowing Tubing Pressure","Peak BOE","Peak Gas","Peak Oil","Cum BOE","Cum Gas","Cum Oil","Cum Water","First 6 BOE","First 6 Gas","First 6 Oil","First 6 Water","First 12 BOE","First 12 Gas","First 12 Oil","First 12 Water","First 24 BOE","First 24 Gas","First 24 Oil","First 24 Water","First 60 BOE","First 60 Gas","First 60 Oil","First 60 Water","Has Digitized Trajectory (Y/N)","Has Well Log (LAS) (Y/N)","Has Well Log (Raster) (Y/N)","LAS Mnemonics","Country","Basin","Play Assessment Basin","State","Section","Township","Range","Quarter Quarter","District","Abstract","Block","Survey","Surface Hole Latitude (WGS84)","Surface Hole Longitude (WGS84)","Bottom Hole Latitude (WGS84)","Bottom Hole Longitude (WGS84)","UWI"
"35051237380000","GREEN ACRES","1-36H","GREEN ACRES","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1213.00","16060.00","11075.00","OIL","ACTIVE","WOODFORD","2013-11-22","2014-02-03","H","11523.00","15944.00","4421.00","4537.00","2014-02-01","2014-01-26","2014-01-30","455.00","321.00","1320.00","24.00","Flowing","2014-02-12","InitialPotentialTest","2014-02-12","InitialPotentialTest","","","1417.00","","40/64","","15394.00","18638.00","12288.00","280388.00","284124.00","233034.00","0.00","68294.00","76462.00","55550.00","0.00","119736.00","127810.00","98434.00","0.00","195367.00","206700.00","160917.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","36","=""07N""","=""05W""","SE SE SW","","","","","35.0301813","-97.6809868","","","35-051-23738"
"35051237510000","RAMSEY","1-10H","RAMSEY","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1170.00","17187.00","12552.00","OIL","ACTIVE","WOODFORD","2013-12-22","2014-03-10","H","12821.00","17037.00","4216.00","4366.00","2014-03-01","2014-03-04","2014-03-09","303.00","169.40","1535.00","24.00","Flowing","2014-03-24","InitialPotentialTest","2014-03-24","InitialPotentialTest","","50.18","1789.00","","38/64","","8177.00","11805.00","6209.00","85851.00","193169.00","53656.00","0.00","27379.00","47758.00","19419.00","0.00","42450.00","76961.00","29623.00","0.00","64742.00","133498.00","42492.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","10","=""07N""","=""06W""","SE SE SE","","","","","35.0884370","-97.8129261","","","35-051-23751"
"35051237600000","LOREN BROWN","1-26XH","LOREN BROWN","MARATHON OIL","MARATHON OIL COMPANY","UNKNOWN","GRADY (OK)","","1037.00","24204.00","13791.00","OIL","ACTIVE","WOODFORD","2014-02-25","2014-05-26","H","14588.00","24075.00","9487.00","10204.00","2014-05-01","2014-05-17","2014-05-17","6587.00","482.00","4124.00","24.00","Flowing","2014-05-28","InitialPotentialTest","2014-05-28","InitialPotentialTest","","","13665.00","","40/64","","56054.00","264729.00","13556.00","816451.00","3253046.00","274277.00","0.00","173731.00","699892.00","57082.00","0.00","367435.00","1492045.00","118761.00","0.00","545647.00","2078713.00","199195.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","26","=""06N""","=""06W""","SW SW SW","","","","","34.9577177","-97.8104066","","","35-051-23760"
"35051237670000","MADDUX","1-17H","MADDUX","BASIN PETROLEUM","BASIN OPERATING SERVICES LLC","GOLDEN TREND","GRADY (OK)","","1063.00","19557.00","12717.00","OIL","ACTIVE","WOODFORD","2014-02-26","2014-06-20","H","","","","5469.00","2014-06-01","2014-06-02","2014-06-09","1846.00","481.00","168.00","24.00","Flowing","2014-07-18","InitialPotentialTest","2014-07-18","InitialPotentialTest","","52.00","3838.00","","33/64","520.00","21111.00","57356.00","12941.00","309656.00","1022200.00","139289.00","0.00","82294.00","248342.00","40904.00","0.00","136158.00","416356.00","66765.00","0.00","221161.00","686879.00","106681.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","17","=""05N""","=""05W""","NW4 NW4","","","","","34.9103142","-97.7571133","","","35-051-23767"
"35051237690000","KOLT","1-17H","KOLT","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","TABLER SE","GRADY (OK)","","1130.00","17356.00","12447.00","OIL","ACTIVE","WOODFORD","2014-02-13","2014-05-06","H","12929.00","17212.00","4283.00","4427.00","2014-05-01","2014-04-28","2014-05-04","356.00","395.00","908.00","24.00","Flowing","2014-05-23","InitialPotentialTest","2014-05-23","InitialPotentialTest","","47.66","901.00","","64/64","150.00","14696.00","35034.00","8857.00","173750.00","338191.00","117385.00","0.00","55412.00","123701.00","34795.00","0.00","94152.00","197254.00","61276.00","0.00","165855.00","334378.00","110125.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","17","=""06N""","=""05W""","SE SE SE","","","","","34.9867246","-97.7428931","","","35-051-23769"
"35051237780000","SINGER","2-18-7XH","SINGER","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1117.00","22357.00","14817.00","OIL","ACTIVE","WOODFORD","2014-09-17","2015-03-03","H","15538.00","22135.00","6597.00","6819.00","2015-03-01","2015-02-20","2015-02-26","4338.00","295.00","2579.00","24.00","Flowing","2015-03-19","InitialPotentialTest","2015-03-19","InitialPotentialTest","","55.00","14705.00","","38/64","","36641.00","157381.00","10411.00","493308.00","2241943.00","119651.00","0.00","138545.00","613058.00","36369.00","0.00","262937.00","1175961.00","66943.00","0.00","438481.00","2004022.00","104477.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","18","=""04N""","=""05W""","SW SE SE","","","","","34.8131601","-97.7587824","","","35-051-23778"
"35051238200000","COOK 13-5-6","1H","COOK 13-5-6","APACHE","APACHE CORPORATION","ALEX NW","GRADY (OK)","","1071.00","20153.00","15446.00","OIL","ACTIVE","WOODFORD","2014-07-05","2014-11-24","H","15768.00","19600.00","3832.00","2162.00","2014-11-01","2014-11-09","2014-11-15","6159.00","776.00","2324.00","","","2014-12-06","InitialPotentialTest","2014-12-06","InitialPotentialTest","","53.80","7936.84","","=""0.359""","","24124.00","144744.00","10320.00","256824.00","1051897.00","81508.00","0.00","36225.00","155423.00","10321.00","0.00","97397.00","300312.00","47345.00","0.00","238260.00","967020.00","77090.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","12","=""05N""","=""06W""","SW SW SW","","","","","34.9140255","-97.7927052","","","35-051-23820"
"35051238260000","GOOD MARTIN","1-10-3XH","GOOD MARTIN","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1207.00","12807.00","12195.00","OIL","ACTIVE","WOODFORD","2014-07-05","2015-01-11","H","","","7206.00","930.00","2015-01-01","","2015-01-11","528.00","561.00","2380.00","24.00","Flowing","2014-01-26","InitialPotentialTest","2014-01-26","InitialPotentialTest","","46.00","942.00","","44/64","","14803.00","34632.00","11462.00","202361.00","550548.00","110603.00","0.00","58968.00","94867.00","43157.00","0.00","106173.00","225366.00","68612.00","0.00","171786.00","442144.00","98095.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","15","=""06N""","=""05W""","NW NW NW","","","","","34.9997898","-97.7224001","","","35-051-23826"
"35051238260100","GOOD MARTIN","1-10-3XH","GOOD MARTIN","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1207.00","20102.00","12130.00","OIL","ACTIVE","WOODFORD","2014-07-05","","H","","","","7304.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","15","=""06N""","=""05W""","NW NW NW","","","","","34.9997898","-97.7224001","","","35-051-23826"
"35051238300000","GOOD MARTIN","3-10-3XH","GOOD MARTIN","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1218.00","17821.00","11996.00","OIL","ACTIVE","WOODFORD","2014-07-12","2014-12-30","H","12391.00","17698.00","5307.00","5431.00","2015-01-01","2014-11-20","2014-11-24","634.00","487.20","1959.00","24.00","Flowing","2015-01-27","InitialPotentialTest","2015-01-27","InitialPotentialTest","","47.00","1301.85","","64/64","220.00","19004.00","32548.00","13579.00","161518.00","495422.00","78948.00","0.00","62733.00","115165.00","43539.00","0.00","97913.00","230205.00","59546.00","0.00","140347.00","403883.00","73033.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","15","=""06N""","=""05W""","NW NE NW","","","","","34.9997975","-97.7179902","","","35-051-23830"
"35051238380000","GOOD MARTIN","2-10-3XH","GOOD MARTIN","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1207.00","20242.00","11990.00","OIL","ACTIVE","WOODFORD","2014-08-17","2015-01-10","H","12667.00","20146.00","7479.00","7575.00","2015-01-01","2014-11-13","2014-11-16","485.00","339.00","1700.00","24.00","Flowing","2015-01-26","InitialPotentialTest","2015-01-26","InitialPotentialTest","","44.00","1431.00","","44/64","","20795.00","52615.00","17799.00","251428.00","771236.00","122889.00","0.00","78913.00","138502.00","55829.00","0.00","140493.00","339485.00","83912.00","0.00","218276.00","638965.00","111782.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","15","=""06N""","=""05W""","NW NW NW","","","","","34.9997898","-97.7222552","","","35-051-23838"
"35051238690000","MCBRYDE","1-26-23XH","MCBRYDE","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1124.00","19590.00","11777.00","OIL","ACTIVE","WOODFORD","2014-10-09","2015-03-09","H","12401.00","19446.00","7045.00","7189.00","2015-03-01","2015-02-27","2015-03-08","629.00","362.50","1167.00","24.00","Flowing","2015-03-26","InitialPotentialTest","2015-03-26","InitialPotentialTest","","44.10","1735.17","","64/64","210.00","11952.00","41416.00","5175.00","190154.00","374291.00","127772.00","0.00","38962.00","90443.00","23888.00","0.00","79487.00","171695.00","50871.00","0.00","152777.00","320049.00","99436.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","26","=""06N""","=""05W""","SE SE SE","","","","","34.9573489","-97.6902023","","","35-051-23869"
"35051238820000","THURSTON","1-35H","THURSTON","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1093.00","19650.00","14337.00","OIL","ACTIVE","WOODFORD","2014-10-30","2015-03-21","H","14934.00","19502.00","4568.00","3712.00","2015-03-01","2015-03-15","2015-03-15","3502.00","329.00","712.00","24.00","Flowing","2015-04-15","InitialPotentialTest","2015-04-15","InitialPotentialTest","","56.30","10644.00","","30/64","","25725.00","99731.00","9103.00","378379.00","1611813.00","109743.00","0.00","112243.00","456663.00","36132.00","0.00","199254.00","828081.00","61240.00","0.00","321027.00","1362366.00","93966.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","35","=""06N""","=""06W""","SW SW SW","","","","","34.9429132","-97.8105436","","","35-051-23882"
"35051238860000","LAMBRECHT","1H-20X","LAMBRECHT","NEWFIELD EXPL","NEWFIELD EXPLORATION MID-CONTINENT, INC","MIDDLEBURG SOUTH","GRADY (OK)","","1173.00","22406.00","11750.00","OIL","ACTIVE","WOODFORD","2014-11-03","2015-01-27","H","12318.00","22231.00","9913.00","10085.00","2015-02-01","2015-01-05","2015-01-19","519.00","788.00","937.00","24.00","Flowing","2015-02-22","InitialPotentialTest","2015-02-22","InitialPotentialTest","","46.70","659.00","","32","","39965.00","27451.00","39965.00","376287.00","420592.00","306188.00","0.00","81703.00","60861.00","71559.00","0.00","156951.00","125923.00","135964.00","0.00","323647.00","327404.00","269080.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","29","=""07N""","=""05W""","SE SE SW","","","","","35.0448937","-97.7517518","","","35-051-23886"
"35051238860100","LAMBRECHT","1H-20X","LAMBRECHT","NEWFIELD EXPL","NEWFIELD EXPLORATION MID-CONTINENT, INC","MIDDLEBURG SOUTH","GRADY (OK)","","1173.00","22406.00","11750.00","OIL","ACTIVE","WOODFORD","2014-11-03","","U","","","","10085.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false","false","true","","USA","ANADARKO BASIN","","OK","29","=""07N""","=""05W""","SE SE SW","","","","","35.0448937","-97.7517518","","","35-051-23886"
"35051238990000","EARLY","1-32-29XH","EARLY","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1149.00","21286.00","13016.00","OIL","ACTIVE","WOODFORD","2014-12-12","2015-07-02","H","13484.00","21155.00","7671.00","7802.00","2015-07-01","2015-06-29","2015-06-29","3240.00","951.00","1369.00","24.00","Flowing","2015-07-16","InitialPotentialTest","2015-07-16","InitialPotentialTest","","50.30","3407.00","","36/64","1600.00","29452.00","61445.00","22691.00","474033.00","766357.00","346307.00","0.00","141154.00","166998.00","113321.00","0.00","268576.00","388873.00","203764.00","0.00","442641.00","762003.00","315640.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","32","=""06N""","=""05W""","NE NE SW","","","","","34.9491507","-97.7512774","","","35-051-23899"
"35051239050000","MAY","3-21-16XH","MAY","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","TABLER SE","GRADY (OK)","","1149.00","20573.00","12402.00","OIL","ACTIVE","WOODFORD","2014-12-24","2016-09-08","H","12887.00","20430.00","7543.00","7686.00","2016-09-01","2016-07-27","2016-08-05","1491.00","821.00","837.00","24.00","Flowing","2016-09-30","InitialPotentialTest","2016-09-30","InitialPotentialTest","","47.00","1816.00","","38/64","624.00","28741.00","47945.00","21828.00","203988.00","362232.00","143616.00","0.00","125519.00","192947.00","93361.00","0.00","197883.00","361805.00","137582.00","0.00","","","","","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","21","=""06N""","=""05W""","NW NE SW","","","","","34.9778176","-97.7353091","","","35-051-23905"
"35051239120000","SHAW","1-12H","SHAW","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1145.00","16359.00","11414.00","OIL","ACTIVE","WOODFORD","2015-03-01","2015-06-13","H","11865.00","16214.00","4349.00","4494.00","2015-06-01","2015-06-09","2015-06-09","338.00","316.00","523.00","24.00","Unknown","2015-07-08","InitialPotentialTest","2015-07-08","InitialPotentialTest","","43.40","1070.00","","64/64","180.00","11453.00","14378.00","9340.00","154087.00","196491.00","121338.00","0.00","49000.00","61186.00","38802.00","0.00","86728.00","106359.00","69001.00","0.00","148938.00","188892.00","117456.00","0.00","","","","","true","false","true","","USA","ANADARKO BASIN","","OK","12","=""06N""","=""05W""","SE SE SW","","","","","35.0010452","-97.6813297","","","35-051-23912"
"35051239180000","MAY","2-21H","MAY","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","TABLER SE","GRADY (OK)","","1163.00","17575.00","12547.00","OIL","ACTIVE","WOODFORD","2015-02-10","2016-09-09","H","12879.00","17421.00","4542.00","4696.00","2016-09-01","","2016-09-09","1276.00","747.00","996.00","24.00","Flowing","2016-09-25","InitialPotentialTest","2016-09-25","InitialPotentialTest","","46.00","1708.00","","38/64","550.00","19037.00","30268.00","14862.00","151907.00","236249.00","112532.00","0.00","93594.00","136664.00","70817.00","0.00","147436.00","236075.00","108090.00","0.00","","","","","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","21","=""06N""","=""05W""","SE SW SW","","","","","34.9721528","-97.7387576","","","35-051-23918"
"35051239490000","TRIPLE H","1-30H","TRIPLE H","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1210.00","17307.00","12327.00","OIL","ACTIVE","WOODFORD","2015-06-07","2015-08-15","H","12664.00","17160.00","4496.00","4643.00","2015-08-01","2015-08-12","2015-08-12","1712.00","524.00","1820.00","24.00","Flowing","2015-08-24","InitialPotentialTest","2015-08-24","InitialPotentialTest","","48.87","3267.00","","36/64","","24150.00","43930.00","16828.00","276464.00","594488.00","177383.00","0.00","110282.00","213780.00","74652.00","0.00","177137.00","364744.00","116346.00","0.00","276342.00","593754.00","177383.00","0.00","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","30","=""07N""","=""05W""","SW SW SW","","","","","35.0449087","-97.7746329","","","35-051-23949"
"35051239970000","HARDESTY","1H-22-15","HARDESTY","CITIZEN ENERGY","CITIZEN ENERGY II LLC","MINCO EAST","GRADY (OK)","","1261.00","17838.00","9874.00","OIL","ACTIVE","WOODFORD","2015-11-29","2016-02-15","H","10260.00","17725.00","7465.00","7274.00","2016-02-01","2016-02-14","2016-02-21","3304.00","285.00","265.00","24.00","Flowing","2016-03-31","InitialPotentialTest","2016-03-31","InitialPotentialTest","","50.00","11593.00","","20/64","1636.00","26431.00","137213.00","7565.00","406819.00","2074296.00","61103.00","0.00","109476.00","504645.00","25368.00","0.00","254657.00","1238774.00","48195.00","0.00","","","","","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","22","10N","=""06W""","SW SW NW","","","","","35.3282460","-97.8292024","","","35-051-23997"
"35051240260000","HUFFMAN","1H-30-19","HUFFMAN","CITIZEN ENERGY","CITIZEN ENERGY II LLC","TUTTLE NE","GRADY (OK)","","1270.00","20277.00","9499.00","OIL","ACTIVE","WOODFORD","2016-06-19","2016-10-04","H","9928.00","20173.00","10245.00","9931.00","2016-11-01","","2016-10-04","647.00","140.00","2025.00","24.00","Unknown","2016-12-01","InitialPotentialTest","2016-12-01","InitialPotentialTest","","37.00","4621.00","","64/64","272.00","13174.00","60946.00","3683.00","110234.00","514505.00","24483.00","0.00","57837.00","234030.00","18832.00","0.00","","","","","","","","","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","30","10N","=""05W""","SW SE SW","","","","","35.3070414","-97.7703325","","","35-051-24026"
"35051240310000","SISKO","1-8-5XH","SISKO","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","GOLDEN TREND","GRADY (OK)","","1680.00","21056.00","13253.00","OIL","ACTIVE","WOODFORD","2016-04-29","2016-11-09","H","14631.00","20925.00","6294.00","6425.00","2016-11-01","2016-10-27","2016-11-03","1701.00","536.00","1118.00","24.00","Flowing","2016-11-23","InitialPotentialTest","2016-11-23","InitialPotentialTest","","48.00","3174.00","","38/64","","11821.00","29343.00","9429.00","92183.00","167968.00","64188.00","0.00","60007.00","83170.00","46145.00","0.00","","","","","","","","","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","=""08""","=""05N""","=""05W""","SE SE SW","","","","","34.9134651","-97.7504604","","","35-051-24031"
"35051240330000","SKAGGS","1H-4","SKAGGS","CITIZEN ENERGY","CITIZEN ENERGY II LLC","TUTTLE EAST","GRADY (OK)","","1322.00","15341.00","9673.00","OIL","ACTIVE","WOODFORD","2016-05-02","2016-07-07","H","10242.00","15202.00","4960.00","5514.00","2016-07-01","","2016-07-07","467.00","133.00","1162.00","24.00","Unknown","2016-09-03","InitialPotentialTest","2016-09-03","InitialPotentialTest","","40.00","3511.00","","64/64","287.00","11844.00","55668.00","3647.00","76825.00","351847.00","18184.00","0.00","42071.00","177584.00","12474.00","0.00","72744.00","327357.00","18184.00","0.00","","","","","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","=""09""","=""09N""","=""05W""","NW NW NW","","","","","35.2756401","-97.7403251","","","35-051-24033"
"35051240430000","WHB CATTLE","1H-7","WHB CATTLE","CITIZEN ENERGY","CITIZEN ENERGY II LLC","UNKNOWN","GRADY (OK)","","1305.00","15400.00","","OIL","INACTIVE","WOODFORD","2017-06-27","2017-11-12","H","10323.00","15278.00","4954.00","","","","","3459.00","607.00","881.00","","","2017-11-28","InitialPotentialTest","2017-12-18","InitialPotentialTest","","45.00","5699.00","","36.000","","","","","","","","","","","","","","","","","","","","","","","","","false","false","false","","USA","ANADARKO BASIN","","OK","18","=""09N""","=""05W""","NE NE NE","","","","","35.2614307","-97.7599559","","","35-051-24043"
"35051240460000","BRAUM 33-4-10-6","1XH","BRAUM 33-4-10-6","LINN OPERATING, LLC.","LINN OPERATING, LLC.","UNKNOWN","GRADY (OK)","","1289.00","20994.00","10771.00","OIL","INACTIVE","WOODFORD","2016-07-19","2016-12-16","H","10699.00","20871.00","10172.00","10768.00","","2016-11-03","2016-11-27","2696.00","401.00","1796.00","24.00","Pumping","2016-12-16","InitialPotentialTest","2016-12-16","InitialPotentialTest","","43.00","6723.00","","12/128","340.00","","","","","","","","","","","","","","","","","","","","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","28","10N","=""06W""","SE SE SE","","","","","35.3060414","-97.8318879","","","35-051-24046"
"35051240530000","EMERY","1R-9-16XH","EMERY","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","MIDDLEBURG SE","GRADY (OK)","","1274.00","21281.00","11508.00","OIL","ACTIVE","WOODFORD","2016-07-27","2016-11-28","H","11448.00","21136.00","9688.00","9833.00","2016-11-01","2016-11-08","2016-11-22","1838.00","1028.00","2698.00","24.00","Flowing","2016-12-22","InitialPotentialTest","2016-12-22","InitialPotentialTest","","48.00","1788.00","","48/64","","35680.00","47724.00","27726.00","230194.00","250052.00","188519.00","0.00","133667.00","186227.00","102629.00","0.00","230194.00","250052.00","188519.00","0.00","","","","","","","","","true","false","false","","USA","ANADARKO BASIN","","OK","=""09""","=""07N""","=""05W""","NE NE NE","","","","","35.1011177","-97.7245681","","","35-051-24053"
"35051240720000","ISAAC TAYLOR 0606","2-15-10WXH","ISAAC TAYLOR 0606","MARATHON OIL","MARATHON OIL COMPANY","UNKNOWN","GRADY (OK)","","1155.00","24125.00","","OIL","ACTIVE","WOODFORD","2016-11-25","2017-03-31","H","14156.00","23910.00","9754.00","","2017-04-01","2017-03-10","2017-03-23","6197.00","490.00","3251.00","24.00","Flowing","2017-04-12","InitialPotentialTest","2017-04-12","InitialPotentialTest","","","12647.00","","36/64","","11648.00","0.00","11648.00","68479.00","0.00","68479.00","0.00","61957.00","0.00","61957.00","0.00","","","","","","","","","","","","","false","false","false","","USA","ANADARKO BASIN","","OK","10","=""06N""","=""06W""","SE NW NW","","","","","35.0118849","-97.8260023","","","35-051-24072"
"35051240900000","RENBARGER","2H-34","RENBARGER","CITIZEN ENERGY","CITIZEN ENERGY II LLC","UNKNOWN","GRADY (OK)","","1280.00","15440.00","","OIL","INACTIVE","WOODFORD","2017-01-09","2017-10-07","H","10355.00","15324.00","4969.00","","","2017-10-06","2017-10-16","795.00","153.00","1688.00","","","2017-12-08","InitialPotentialTest","2017-12-28","InitialPotentialTest","","41.70","5196.00","","64.000","","","","","","","","","","","","","","","","","","","","","","","","","false","false","false","","USA","ANADARKO BASIN","","OK","35","=""09N""","=""05W""","NW NW NW","","","","","35.2168269","-97.7050682","","","35-051-24090"
"35051222450000","MOELLINGER B","1-14","MOELLINGER B 1-14","SHERIDAN PROD","SHERIDAN PRODUCTION COMPANY, LLC","GOLDEN TREND","GRADY (OK)","","1089.00","11650.00","11650.00","OIL","INACTIVE","WOODFORD","1991-08-30","1991-12-20","V","9364.00","11426.00","2062.00","","1991-12-01","","1995-07-11","450.00","46.00","184.00","24.00","Flowing","1991-12-19","InitialPotentialTest","1995-07-11","InitialPotentialTest","","","","","64/64","50.00","1796.00","6527.00","708.00","19396.00","66676.00","8283.00","0.00","4831.00","20240.00","1458.00","0.00","7231.00","31866.00","1920.00","0.00","9067.00","39918.00","2414.00","0.00","14045.00","52577.00","5282.00","0.00","false","false","false","","USA","ANADARKO BASIN","","OK","14","=""05N""","=""05W""","E2 NE4 NE4","","","","","34.9117148","-97.6902549","34.9117148","-97.6902549","35-051-22245"
"35051235190000","BALLARD","1-17H","BALLARD","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","WATONGA-CHICKASHA TREND","GRADY (OK)","","1084.00","","","OIL","ACTIVE","WOODFORD","2009-10-30","2010-02-13","H","13854.00","18196.00","4342.00","0.00","2010-02-01","","2010-02-13","869.00","212.00","880.00","24.00","Unknown","2010-03-17","InitialPotentialTest","2010-03-17","InitialPotentialTest","","50.00","4099.00","","64/64","155.00","8732.00","28618.00","3962.00","172485.00","485820.00","91515.00","0.00","33986.00","95026.00","18148.00","0.00","58585.00","157568.00","32324.00","0.00","93270.00","256316.00","50551.00","0.00","149906.00","443945.00","75915.00","0.00","true","false","true","","USA","ANADARKO BASIN","","OK","17","=""07N""","=""06W""","SW SE SE","","","","","35.0738113","-97.8492274","","","35-051-23519"
"35051235920000","NUNN","1-32H","NUNN","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1067.00","17323.00","14114.00","OIL","ACTIVE","WOODFORD","2012-03-30","2012-07-06","H","14558.00","17200.00","2642.00","2765.00","2012-07-01","2012-06-28","","1951.00","182.00","1606.00","24.00","Flowing","2012-07-08","InitialPotentialTest","2012-07-08","InitialPotentialTest","","54.71","10720.00","","30/64","","10021.00","53218.00","1818.00","221338.00","1128782.00","33208.00","0.00","45162.00","217687.00","8881.00","0.00","77267.00","378527.00","14179.00","0.00","135584.00","685226.00","21380.00","0.00","221338.00","1128782.00","33208.00","0.00","true","false","true","","USA","ANADARKO BASIN","","OK","32","=""07N""","=""06W""","SW SW SE","","","","","35.0302863","-97.8545675","","","35-051-23592"
"35051235950000","DYER","1-31H","DYER","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1164.00","17000.00","12441.00","OIL","ACTIVE","WOODFORD","2012-05-13","2012-10-30","H","12862.00","16876.00","4014.00","4138.00","2012-10-01","2012-10-22","","791.00","375.00","404.00","24.00","Flowing","2012-11-16","InitialPotentialTest","2012-11-16","InitialPotentialTest","","48.80","2109.00","","40/64","","12170.00","30502.00","8500.00","317000.00","718140.00","197310.00","0.00","46165.00","96233.00","30126.00","0.00","99748.00","212421.00","64344.00","0.00","182418.00","423261.00","111874.00","0.00","315751.00","718140.00","196061.00","0.00","true","false","true","","USA","ANADARKO BASIN","","OK","31","=""07N""","=""05W""","SE SW SW","","","","","35.0305695","-97.7733128","","","35-051-23595"
"35051235960000","WALTERS","1-22H","WALTERS","CONTINENTAL RESOURCES","CONTINENTAL RESOURCES, INC.","UNKNOWN","GRADY (OK)","","1095.00","17311.00","12920.00","OIL","ACTIVE","WOODFORD","2012-04-04","2012-07-03","H","13522.00","17230.00","3708.00","3789.00","2012-07-01","2012-06-25","","511.00","186.00","434.00","24.00","Flowing","2012-07-20","InitialPotentialTest","2012-07-20","InitialPotentialTest","","49.71","2747.00","","34/64","","6311.00","14628.00","4084.00","124794.00","331881.00","69481.00","0.00","28454.00","62186.00","18090.00","0.00","47088.00","113773.00","28126.00","0.00","76910.00","200919.00","43424.00","0.00","124794.00","331881.00","69481.00","0.00","true","false","true","","USA","ANADARKO BASIN","","OK","22","=""07N""","=""06W""","SE SW SE","","","","","35.0593390","-97.8170152","","","35-051-23596"
